parent,distance,keytag,importance,biz_ext,type,photos,building,typecode,shopinfo,poiweight,adname,featured_reviews_remake,tel,id,address,space_num,pname,biz_type,cityname,childtype,atag,name,location,shopid,favorite_num,featured_reviews,rating,cost,cost_missing,rating_missing,rating_is_zero,valid_for_model,type_main,cat_level1,cat_level2,tag_list
B0H0RN9JG7,[],粤菜,[],[],餐饮服务;中餐厅;潮州菜,[],[],050123,0,[],西湖区,[],0571-87758586,B023B0BFDI,益乐路39号蓝海时代国际大厦1层,[],浙江省,diner,杭州市,202,"白灼鱿鱼,虾粥,虾蟹粥,空心菜,卤水拼盘,卤鹅肝,螃蟹粥,鱿鱼筒,腌血蛤,椒盐炸豆腐鱼,潮州卤水,芥兰炒牛肉,薄壳,鱼片粥,潮汕年糕,生蚝,鲍鱼,豆腐,牛肉",潮中人潮州菜(蓝海时代国际大厦写字楼店),"120.113915,30.280014",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;中餐厅;潮州菜,餐饮服务,中餐厅,"['白灼鱿鱼', '虾粥', '虾蟹粥', '空心菜', '卤水拼盘', '卤鹅肝', '螃蟹粥', '鱿鱼筒', '腌血蛤', '椒盐炸豆腐鱼', '潮州卤水', '芥兰炒牛肉', '薄壳', '鱼片粥', '潮汕年糕', '生蚝', '鲍鱼', '豆腐', '牛肉']"
B0IDRSDY4D,[],粤菜,[],[],餐饮服务;中餐厅;广东菜(粤菜),[],[],050103,1,[],滨江区,[],17557282077,B0JBSAMWZ6,越王路2077号安和隐世酒店A幢,[],浙江省,diner,杭州市,202,"拌饭,特色菜,豆腐",安和隐世·拾璞,"120.209563,30.136843",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;中餐厅;广东菜(粤菜),餐饮服务,中餐厅,"['拌饭', '特色菜', '豆腐']"
B023B0052F,[],中餐,[],[],餐饮服务;中餐厅;中餐厅,[],[],050100,0,[],拱墅区,[],13335819588,B0GK2HINZV,杭州大厦D座5楼(武林广场地铁站B口步行400米),[],浙江省,diner,杭州市,202,"贵妃龙虾泡饭,辣汁花螺,生腌小青龙,金牌烧鹅,炒饭,点心,润烧玻璃乳鸽,广式蜜汁叉烧,奶油,杨枝甘露,牛肉,私房菜,豆腐",东富酒家(杭州大厦购物城D座店),"120.159970,30.274190",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;中餐厅;中餐厅,餐饮服务,中餐厅,"['贵妃龙虾泡饭', '辣汁花螺', '生腌小青龙', '金牌烧鹅', '炒饭', '点心', '润烧玻璃乳鸽', '广式蜜汁叉烧', '奶油', '杨枝甘露', '牛肉', '私房菜', '豆腐']"
B0J05SS8Q7,[],粤菜,[],[],餐饮服务;中餐厅;火锅店,[],[],050117,0,[],拱墅区,[],15336887328,B0JKL7ZPHJ,"展览东路150号杭州中心L4层(西大门进入直行30m,扶梯上到L4可见)",[],浙江省,diner,杭州市,201,"双皮奶,鸡肉,广东腊味煲仔饭",喜禄(杭州中心店),"120.165648,30.273121",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;中餐厅;火锅店,餐饮服务,中餐厅,"['双皮奶', '鸡肉', '广东腊味煲仔饭']"
B0LRZ53G9L,[],粤菜,[],[],餐饮服务;中餐厅;中餐厅,[],[],050100,0,[],萧山区,[],18067902530,B0KU5XSY8U,经济技术开发区钱江世纪公园A区4幢2单元(地铁C口20米),[],浙江省,diner,杭州市,202,"鸡肉,双人餐,大排档,虾饺皇皇",喜靓·老广排档(钱江世纪城店),"120.242303,30.241459",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;中餐厅;中餐厅,餐饮服务,中餐厅,"['鸡肉', '双人餐', '大排档', '虾饺皇皇']"
B0LR1XV795,[],粤菜,[],[],餐饮服务;中餐厅;广东菜(粤菜),[],[],050103,0,[],上城区,[],0571-86083391,B0FFM13U4D,城星路98号迪凯城星国际B幢2层,[],浙江省,diner,杭州市,202,"牛肉,广东烧鹅,蜜汁叉烧,顺德双皮奶",粤顺·顺德菜(迪凯?城星国际店),"120.206246,30.241934",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;中餐厅;广东菜(粤菜),餐饮服务,中餐厅,"['牛肉', '广东烧鹅', '蜜汁叉烧', '顺德双皮奶']"
B023B09EZO,[],中餐,[],[],餐饮服务;中餐厅;潮州菜,[],[],050123,0,[],西湖区,[],0571-87755259;15658166706,B0FFF6JPKL,文二西路古墩路387号绿城·金桂大厦1层,[],浙江省,diner,杭州市,320,"白灼鱿鱼,虾蟹粥,虾粥,空心菜,黄豆酱炒空心菜,卤鹅肝,潮州卤水,虾饼,蟹粥,腌血蛤,腌雪蛤,砂锅粥,牛肉丸生菜汤,蛋黄茶树菇,凉拌海草,海鲜粥,脆皮乳鸽,鹅肝,潮州菜",潮中人潮州菜(古墩路店),"120.099709,30.282327",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;中餐厅;潮州菜,餐饮服务,中餐厅,"['白灼鱿鱼', '虾蟹粥', '虾粥', '空心菜', '黄豆酱炒空心菜', '卤鹅肝', '潮州卤水', '虾饼', '蟹粥', '腌血蛤', '腌雪蛤', '砂锅粥', '牛肉丸生菜汤', '蛋黄茶树菇', '凉拌海草', '海鲜粥', '脆皮乳鸽', '鹅肝', '潮州菜']"
B0JBZUKCOF,[],粤菜,[],[],餐饮服务;中餐厅;中餐厅,[],[],050100,0,[],余杭区,[],15158813141,B0L0FD2GQ3,"景兴路与创怡街交叉口,字节楼下(仓南里商场一层街区)",[],浙江省,diner,杭州市,320,[],容桂婆·顺德排档(杭州首店),"120.005562,30.272698",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;中餐厅;中餐厅,餐饮服务,中餐厅,[]
B023B14AQF,[],牛肉火锅,[],[],餐饮服务;中餐厅;火锅店,[],[],050117,0,[],西湖区,[],13411918838,B0JRT72J4I,华星时代广场B座北门103号(文三路地铁站D3口旁),[],浙江省,diner,杭州市,202,"卤鹅,鲜牛肉火锅",潮汕叶记鲜牛肉火锅(华星时代广场店),"120.124433,30.277411",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;中餐厅;火锅店,餐饮服务,中餐厅,"['卤鹅', '鲜牛肉火锅']"
B0FFHC6LCT,[],粤菜,[],[],餐饮服务;中餐厅;中餐厅,[],[],050100,0,[],萧山区,[],13296732999;18268850782,B0J2YMMC4K,北干街道萧杭路761号,[],浙江省,diner,杭州市,320,"双人餐,排骨,油条,阿广虾饺皇,脆皮大肠",東家猪杂粥覓味馆·干蒸菜(杭州萧杭人家店),"120.250046,30.176122",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;中餐厅;中餐厅,餐饮服务,中餐厅,"['双人餐', '排骨', '油条', '阿广虾饺皇', '脆皮大肠']"
[],[],粤菜,[],[],餐饮服务;中餐厅;中餐厅,[],[],050100,0,[],西湖区,[],18969166160,B0L11RM6PE,黄姑山路23号-1C(文三路地铁站G口步行480米),[],浙江省,diner,杭州市,[],鱼生,潮味鲜·鱼生虾生(黄姑山路店),"120.133514,30.274821",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;中餐厅;中餐厅,餐饮服务,中餐厅,['鱼生']
B0H0ZCWBR0,[],粤菜,[],[],餐饮服务;中餐厅;中餐厅,[],[],050100,0,[],西湖区,[],15268126766,B0L0J5GQK3,翠苑街道黄姑山路23号9号综合楼105-1,[],浙江省,diner,杭州市,202,双人餐,壹只鸡煲馆(杭州首店),"120.132303,30.274692",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;中餐厅;中餐厅,餐饮服务,中餐厅,['双人餐']
B0J05SQIWD,[],粤菜,[],[],餐饮服务;中餐厅;中餐厅,[],[],050100,0,[],上城区,[],[],B0K1ZU1YBC,德信中心4幢1层102(彭埠地铁站B口步行350米),[],浙江省,diner,杭州市,202,砂锅粥,炉上夜档·潮汕排档·砂锅粥(德信中心商场店),"120.221945,30.295660",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;中餐厅;中餐厅,餐饮服务,中餐厅,['砂锅粥']
B0FFFAK3GO,[],牛肉火锅,[],[],餐饮服务;中餐厅;中餐厅,[],[],050100,0,[],钱塘区,[],15867145155,B0L3DZ513C,新元金沙城2幢1层学林街1253-3号,[],浙江省,diner,杭州市,202,[],钟华平潮汕鲜活牛肉铺,"120.334209,30.315269",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;中餐厅;中餐厅,餐饮服务,中餐厅,[]
B0FFHU4YRJ,[],粤菜,[],[],餐饮服务;中餐厅;广东菜(粤菜),[],[],050103,0,[],拱墅区,[],17788588029,B0LRC1HTGM,东新街道德胜路28号K区13号,[],浙江省,diner,杭州市,202,"双人餐,单人餐",粤蒸倌瑶姐古法干蒸菜(德胜路店),"120.173345,30.300677",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;中餐厅;广东菜(粤菜),餐饮服务,中餐厅,"['双人餐', '单人餐']"
B0FFFELQLA,[],甜品店,[],[],餐饮服务;甜品店;甜品店,[],[],050900,0,[],上城区,[],15356675790,B0LAOLR1S8,延安路255号湖滨银泰in77C区B1层B1015,[],浙江省,diner,杭州市,202,[],汕心·潮汕甜汤(杭州湖滨in77店),"120.164694,30.252491",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;甜品店;甜品店,餐饮服务,甜品店,[]
B0GD7A9AIE,[],粤菜,[],[],餐饮服务;中餐厅;广东菜(粤菜),[],[],050103,0,[],西湖区,[],18072770945,B0HUN5BNY6,花蒋天街商业中心2号楼二层21号(蒋村地铁站出入口旁),[],浙江省,diner,杭州市,201,"红米鲜虾脆皮肠粉,蝴蝶里虾饺皇,蝴蝶里招牌乳鸽,蝴蝶里菜品,豉汁蒸凤爪,点心拼盘,蝴蝶里,特色菜,点心,肠粉,煲仔饭,牛肉,虾仁,蝴蝶里虾饺皇",蝴蝶里(西溪天街店),"120.069258,30.293622",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;中餐厅;广东菜(粤菜),餐饮服务,中餐厅,"['红米鲜虾脆皮肠粉', '蝴蝶里虾饺皇', '蝴蝶里招牌乳鸽', '蝴蝶里菜品', '豉汁蒸凤爪', '点心拼盘', '蝴蝶里', '特色菜', '点心', '肠粉', '煲仔饭', '牛肉', '虾仁', '蝴蝶里虾饺皇']"
B0FFGB3G33,[],顺德菜,[],[],餐饮服务;中餐厅;中餐厅,[],[],050100,0,[],拱墅区,[],13757191734,B0FFG3HDR6,朝晖路198号(西湖文化广场地铁站C口步行470米),[],浙江省,diner,杭州市,320,"双人餐,牛肉,鸡肉,煲仔饭,广州腊味煲仔饭",和家轩顺德菜(朝晖店),"120.168117,30.276753",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;中餐厅;中餐厅,餐饮服务,中餐厅,"['双人餐', '牛肉', '鸡肉', '煲仔饭', '广州腊味煲仔饭']"
B0FFHCZ0KV,[],粤菜,[],[],餐饮服务;中餐厅;海鲜酒楼|餐饮服务;中餐厅;广东菜(粤菜)|公司企业;公司;公司,[],[],050119|050103|170200,0,[],上城区,[],0571-87022288,B023B073MI,南山路176号,[],浙江省,diner,杭州市,324,"猪猪流沙包,得意蘑菇包,菠萝油,虾酱啫芥兰,鲍鱼,干炒牛河,酱汁蒸凤爪,白灼芥蓝,烧味拼盘,鹅肝,虾饺,飘香炸乳鸽,薰衣草梳乎厘,燕窝,沙锅翅,鸡肉,蓬莲脆烧鹅,杨枝甘露",钜丰源·粤宫1998,"120.158533,30.238244",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;中餐厅;海鲜酒楼,餐饮服务,中餐厅,"['猪猪流沙包', '得意蘑菇包', '菠萝油', '虾酱啫芥兰', '鲍鱼', '干炒牛河', '酱汁蒸凤爪', '白灼芥蓝', '烧味拼盘', '鹅肝', '虾饺', '飘香炸乳鸽', '薰衣草梳乎厘', '燕窝', '沙锅翅', '鸡肉', '蓬莲脆烧鹅', '杨枝甘露']"
B0FFHREP95,[],粤菜,[],[],餐饮服务;中餐厅;中餐厅,[],[],050100,0,[],西湖区,[],15825534198,B0KKUHJB7E,转塘街道207-1万美商业中心沿街首层,[],浙江省,diner,杭州市,202,单人餐,瑶姐·古法干蒸(转塘店),"120.070220,30.142802",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;中餐厅;中餐厅,餐饮服务,中餐厅,['单人餐']
B0FFLGMN88,[],潮州菜,[],[],餐饮服务;中餐厅;潮州菜,[],[],050123,0,[],上城区,[],0571-88390179,B0HR1HCJMW,延安路233号杭州湖滨银泰IN77A区三楼,[],浙江省,diner,杭州市,201,"牛肉,双人餐",观言·鎏金(杭州湖滨in77A区北区店),"120.162653,30.253696",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;中餐厅;潮州菜,餐饮服务,中餐厅,"['牛肉', '双人餐']"
[],[],中餐,[],[],餐饮服务;中餐厅;中餐厅,[],[],050100,0,[],拱墅区,[],13777806582,B0H0CUXALT,沈半路218号入口广场1层东侧,[],浙江省,diner,杭州市,[],"妙龄脆皮乳鸽,北京酥肉配凤梨,蜀香毛血旺,果醋堂灼雪花牛肉,潮汕生腌青龙仔,家烧大陈岛黄鱼,葱包烩,牛肉,小炒黄牛肉",味象餐厅,"120.166188,30.322386",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;中餐厅;中餐厅,餐饮服务,中餐厅,"['妙龄脆皮乳鸽', '北京酥肉配凤梨', '蜀香毛血旺', '果醋堂灼雪花牛肉', '潮汕生腌青龙仔', '家烧大陈岛黄鱼', '葱包烩', '牛肉', '小炒黄牛肉']"
B0FFF3Z0H7,[],粤菜,[],[],餐饮服务;中餐厅;广东菜(粤菜),[],[],050103,0,[],钱塘区,[],18058707915,B0H617R1TH,金沙大道560号时代天街4楼,[],浙江省,diner,杭州市,201,"点心拼盘,蝴蝶里菜品,红米鲜虾脆皮肠粉,蝴蝶里虾饺皇,蝴蝶里,蝴蝶里招牌乳鸽,豉汁蒸凤爪,虾饺,鸡爪,点心,下午茶,烤鱼,鸡肉,广式腊味煲仔饭",蝴蝶里(下沙龙湖天街店),"120.326951,30.310001",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;中餐厅;广东菜(粤菜),餐饮服务,中餐厅,"['点心拼盘', '蝴蝶里菜品', '红米鲜虾脆皮肠粉', '蝴蝶里虾饺皇', '蝴蝶里', '蝴蝶里招牌乳鸽', '豉汁蒸凤爪', '虾饺', '鸡爪', '点心', '下午茶', '烤鱼', '鸡肉', '广式腊味煲仔饭']"
[],[],粤菜,[],[],餐饮服务;中餐厅;中餐厅,[],[],050100,0,[],西湖区,[],0571-88365155;15306521600,B0JB9AYM4E,文二路387号戴斯温德姆酒店2层,[],浙江省,diner,杭州市,[],"双人餐,腊味煲仔饭,蜜汁指橙叉烧",庖云府·浙粤荟,"120.122610,30.281596",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;中餐厅;中餐厅,餐饮服务,中餐厅,"['双人餐', '腊味煲仔饭', '蜜汁指橙叉烧']"
B023B14BPW,[],潮州菜,[],[],餐饮服务;中餐厅;潮州菜,[],[],050123,0,[],拱墅区,[],0571-88075277;15558019410,B023B16BEP,屏风街21号(近中河北路),[],浙江省,diner,杭州市,202,"砂锅粥,隆江猪手,招牌虾蟹粥,海鲜粥,椒盐虾菇,白灼鲜鱿鱼,卤水拼盘,香煎汕头年糕,基围虾煲粥,蚝仔烙,生腌血蛤,潮州卤味,盐焗花螺,龙游红糖发糕,干炸潮州牛肉丸,猪手,娃娃菜,猪蹄",潮东东(九鼎·名仕顿商务楼店),"120.169763,30.267077",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;中餐厅;潮州菜,餐饮服务,中餐厅,"['砂锅粥', '隆江猪手', '招牌虾蟹粥', '海鲜粥', '椒盐虾菇', '白灼鲜鱿鱼', '卤水拼盘', '香煎汕头年糕', '基围虾煲粥', '蚝仔烙', '生腌血蛤', '潮州卤味', '盐焗花螺', '龙游红糖发糕', '干炸潮州牛肉丸', '猪手', '娃娃菜', '猪蹄']"
B0FFM1FU9U,[],江浙菜,[],[],餐饮服务;中餐厅;中餐厅,[],[],050100,0,[],钱塘区,[],19305813267,B0JKARM32W,下沙街道万晶湖畔中心东区2幢304室,[],浙江省,diner,杭州市,202,"乳鸽,蟹肉",湖心居.潮宴,"120.316289,30.308844",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;中餐厅;中餐厅,餐饮服务,中餐厅,"['乳鸽', '蟹肉']"
[],[],粤菜,[],[],餐饮服务;中餐厅;广东菜(粤菜),[],[],050103,0,[],滨江区,[],0571-87858986;15088669719,B0G19G99D6,浦沿街道滨盛路3867号宝龙城3幢4楼,[],浙江省,diner,杭州市,[],"红米鲜虾脆皮肠粉,蝴蝶里虾饺皇,蝴蝶里招牌乳鸽,蝴蝶里菜品,豉汁蒸凤爪,蝴蝶里,点心拼盘,排骨,油条,鸡肉,乳鸽,凤爪,点心,牛蛙,鸡爪,叉烧,虾仁",蝴蝶里(滨江宝龙广场店),"120.167347,30.187663",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;中餐厅;广东菜(粤菜),餐饮服务,中餐厅,"['红米鲜虾脆皮肠粉', '蝴蝶里虾饺皇', '蝴蝶里招牌乳鸽', '蝴蝶里菜品', '豉汁蒸凤爪', '蝴蝶里', '点心拼盘', '排骨', '油条', '鸡肉', '乳鸽', '凤爪', '点心', '牛蛙', '鸡爪', '叉烧', '虾仁']"
B0FFG4FNXR,[],粤菜,[],[],餐饮服务;中餐厅;火锅店,[],[],050117,0,[],萧山区,[],18106538877,B0K0C5EDOI,金城路927号万象汇(杭州萧山店)L3层,[],浙江省,diner,杭州市,201,"鸳鸯锅,海鲜拼盘,海鲜粥,粥底,斑鱼,浓汤",禧粤鱼捞·斑鱼海鲜粥火锅(萧山万象汇店),"120.267792,30.181705",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;中餐厅;火锅店,餐饮服务,中餐厅,"['鸳鸯锅', '海鲜拼盘', '海鲜粥', '粥底', '斑鱼', '浓汤']"
[],[],粤菜,[],[],餐饮服务;餐饮相关场所;餐饮相关,[],[],050000,0,[],上城区,[],0571-85393762,B0LB7587QO,江城路849号(江城路地铁站A口步行200米),[],浙江省,diner,杭州市,[],"油条,鸡肉",小笨鸡潮汕煲店(杭州首店),"120.179411,30.240815",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;餐饮相关场所;餐饮相关,餐饮服务,餐饮相关场所,"['油条', '鸡肉']"
B0FFFCRZJ9,[],粤菜,[],[],餐饮服务;中餐厅;中餐厅,[],[],050100,0,[],钱塘区,[],13856556011,B0LGOL80DU,高沙小区北区西1门旁,[],浙江省,diner,杭州市,202,单人餐,粤蒸倌·瑶姐古法干蒸菜(钱塘高沙店),"120.335077,30.316644",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;中餐厅;中餐厅,餐饮服务,中餐厅,['单人餐']
B0FFG56P7H,[],粤菜,[],[],餐饮服务;餐饮相关场所;餐饮相关,[],[],050000,0,[],拱墅区,[],0571-87173688,B0GKXUDVQK,延安路385号杭州嘉里中心3幢402室,[],浙江省,diner,杭州市,201,"下午茶,点心,牛肉",蔡澜港式点心(杭州嘉里中心店),"120.162943,30.259554",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;餐饮相关场所;餐饮相关,餐饮服务,餐饮相关场所,"['下午茶', '点心', '牛肉']"
B0GD7A9AIE,[],粤菜,[],[],餐饮服务;中餐厅;中餐厅,[],[],050100,0,[],西湖区,[],13858013851,B0JKYADRKI,双龙街168号潮汕夜档(靠近蒋墩路口),[],浙江省,diner,杭州市,202,"咸鱼茄子煲,牛腩土豆煲,香葱鳕鱼卷,陈年老菜脯蒸肉饼,脆皮乳鸽,山药炒芦笋,腌鲜虾,潮汕卤味拼盘,炸虾饼,牛肉丸生菜汤,潮汕年糕,芥兰炒牛肉,海鲜什锦粥,湿炒牛肉粿条,豆酱空心菜,红烧杂鱼,普宁炸豆干,炸粿条,蚝仔烙,凉拌无骨凤爪,腌虾姑,生腌蚝,白灼鱿鱼,酸汤肥牛,鱿鱼,卤汁,皮皮虾,砂锅粥,蟹肉,海鲜粥,螃蟹,鲜虾,鹅肉,鹅肝",潮中人潮汕夜档,"120.069437,30.292076",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;中餐厅;中餐厅,餐饮服务,中餐厅,"['咸鱼茄子煲', '牛腩土豆煲', '香葱鳕鱼卷', '陈年老菜脯蒸肉饼', '脆皮乳鸽', '山药炒芦笋', '腌鲜虾', '潮汕卤味拼盘', '炸虾饼', '牛肉丸生菜汤', '潮汕年糕', '芥兰炒牛肉', '海鲜什锦粥', '湿炒牛肉粿条', '豆酱空心菜', '红烧杂鱼', '普宁炸豆干', '炸粿条', '蚝仔烙', '凉拌无骨凤爪', '腌虾姑', '生腌蚝', '白灼鱿鱼', '酸汤肥牛', '鱿鱼', '卤汁', '皮皮虾', '砂锅粥', '蟹肉', '海鲜粥', '螃蟹', '鲜虾', '鹅肉', '鹅肝']"
B0HDYHR3V5,[],粤菜,[],[],餐饮服务;餐饮相关场所;餐饮相关,[],[],050000,0,[],余杭区,[],0571-89138888,B0H1UO28OQ,仓前街道创景路与余杭塘路交汇处奥克斯时代未来之城5号楼,[],浙江省,diner,杭州市,202,"牛肉,杨枝甘露",彩丰楼中餐厅(杭州奥克斯中心皇冠假日酒店店),"119.998238,30.280536",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;餐饮相关场所;餐饮相关,餐饮服务,餐饮相关场所,"['牛肉', '杨枝甘露']"
[],[],中餐,[],[],餐饮服务;中餐厅;中餐厅,[],[],050100,0,[],西湖区,[],0571-58121777;17706719588,B0I03CXT0S,黄龙路9号嘉海酒店9楼,[],浙江省,diner,杭州市,[],"生腌小青龙,辣汁花螺,贵妃龙虾泡饭,蜜汁叉烧,鸡肉",东富酒家(黄龙店),"120.135486,30.270299",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;中餐厅;中餐厅,餐饮服务,中餐厅,"['生腌小青龙', '辣汁花螺', '贵妃龙虾泡饭', '蜜汁叉烧', '鸡肉']"
B0LDJHXOLT,[],粤菜,[],[],餐饮服务;中餐厅;火锅店,[],[],050117,0,[],萧山区,[],19033978877,B0L2CUIV9K,盈丰街道亚奥城西区1幢5层502室L535,[],浙江省,diner,杭州市,201,斑鱼,禧粤鱼捞·斑鱼海鲜粥火锅(杭州亚奥万象天地店),"120.247684,30.255540",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;中餐厅;火锅店,餐饮服务,中餐厅,['斑鱼']
[],[],粤菜,[],[],餐饮服务;中餐厅;中餐厅,[],[],050100,0,[],滨江区,[],18668469139,B0LGRLC015,南环路3870号宜天时尚中心,[],浙江省,diner,杭州市,[],"干蒸容边排骨,干蒸本地土鸡,干蒸鲜切吊龙牛肉,干蒸肉饼流心蛋,单人餐,排骨",粤蒸倌·瑶姐古法干蒸菜(滨江店),"120.153690,30.179019",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;中餐厅;中餐厅,餐饮服务,中餐厅,"['干蒸容边排骨', '干蒸本地土鸡', '干蒸鲜切吊龙牛肉', '干蒸肉饼流心蛋', '单人餐', '排骨']"
B023B1BSG9,[],中餐,[],[],餐饮服务;中餐厅;中餐厅,[],[],050100,0,[],上城区,[],13306818737;18505811888,B0G2U964FT,钱江新城航空大厦1号楼37层,[],浙江省,diner,杭州市,202,双人餐,云端37号·顶层江景餐厅,"120.208767,30.237305",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;中餐厅;中餐厅,餐饮服务,中餐厅,['双人餐']
B0FFH150PQ,[],中餐,[],[],餐饮服务;中餐厅;中餐厅,[],[],050100,0,[],西湖区,[],0571-87093237,B0FFICX23P,转塘金街美地1号楼4层,[],浙江省,diner,杭州市,202,"招牌,农家小炒肉,干锅肥肠,烤鱼,衢州鸭头,酸菜鱼,堂食,小炒黄牛肉,糖醋里脊",印象坊餐厅(金街美地店),"120.077895,30.147594",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;中餐厅;中餐厅,餐饮服务,中餐厅,"['招牌', '农家小炒肉', '干锅肥肠', '烤鱼', '衢州鸭头', '酸菜鱼', '堂食', '小炒黄牛肉', '糖醋里脊']"
B0FFLH9F7T,[],粤菜,[],[],餐饮服务;中餐厅;广东菜(粤菜),[],[],050103,0,[],上城区,[],17767273073,B0LUXLSB5O,彭埠街道和兴路129号杭州东站万象汇B1层B0118N、B0119N,[],浙江省,diner,杭州市,202,"招牌鸡饭,油白双拼,鸡饭",星平鸡饭·粤菜小炒(杭州东站万象汇店),"120.217738,30.294228",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;中餐厅;广东菜(粤菜),餐饮服务,中餐厅,"['招牌鸡饭', '油白双拼', '鸡饭']"
B0J0JSKDUC,[],粤菜,[],[],餐饮服务;中餐厅;中餐厅,[],[],050100,0,[],萧山区,[],18969105065,B0LUVSDTEB,金城路773号,[],浙江省,diner,杭州市,320,[],酉今·台粤小食堂(RESIMPLE萧山万象汇店),"120.268473,30.182106",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;中餐厅;中餐厅,餐饮服务,中餐厅,[]
B0K62A5UAJ,[],牛肉火锅,[],[],餐饮服务;中餐厅;火锅店,[],[],050117,0,[],临平区,[],0571-88661299,B0LKYD3ZLL,崇贤城北招商花园城4层4033,[],浙江省,diner,杭州市,202,"牛肉,双人餐",有牛在鲜潮汕牛肉火锅(城北招商花园城店),"120.159655,30.382153",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;中餐厅;火锅店,餐饮服务,中餐厅,"['牛肉', '双人餐']"
B023B082T5,[],粤菜,[],[],餐饮服务;中餐厅;中餐厅,[],[],050100,0,[],上城区,[],19157877699,B0L2TS3LI4,西湖天地10C-1,[],浙江省,diner,杭州市,302,[],喜禄顺德菜(西湖天地店),"120.160137,30.247561",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;中餐厅;中餐厅,餐饮服务,中餐厅,[]
B0FFI31CNG,[],粤菜,[],[],餐饮服务;中餐厅;火锅店,[],[],050117,0,[],滨江区,[],[],B0KRAP6ABY,江汉路1515号龙湖天街7楼,[],浙江省,diner,杭州市,201,"深水虾,现熬海鲜粥,手剥鲜笋,超薄斑鱼片,纸皮烧麦,竹笙鲜虾滑,翡翠松蓉包,鲜切匙柄,自制嫩鱼丸,宝藏海鲜拼盘,马兰头虾丸,安格斯禾牛牛小排,云南时令鲜菌,粥底九鲜格,斑鱼,海鲜拼盘,海鲜粥,粥底",禧粤鱼捞·斑鱼海鲜粥火锅(龙湖杭州滨江天街店),"120.203696,30.201241",[],[],[],,,TRUE,TRUE,FALSE,FALSE,餐饮服务;中餐厅;火锅店,餐饮服务,中餐厅,"['深水虾', '现熬海鲜粥', '手剥鲜笋', '超薄斑鱼片', '纸皮烧麦', '竹笙鲜虾滑', '翡翠松蓉包', '鲜切匙柄', '自制嫩鱼丸', '宝藏海鲜拼盘', '马兰头虾丸', '安格斯禾牛牛小排', '云南时令鲜菌', '粥底九鲜格', '斑鱼', '海鲜拼盘', '海鲜粥', '粥底']"
